03-21_221051_two_layer_256_ReLU_128_ReLU_L2(True)_LR(0.0002)_BS(10)_n_train(10000)_test_acc,03-21_221051_two_layer_256_ReLU_128_ReLU_L2(True)_LR(0.0002)_BS(10)_n_train(10000)_train_acc,03-21_221051_two_layer_256_ReLU_128_ReLU_L2(True)_LR(0.0002)_BS(10)_n_train(10000)_loss,03-21_190052_two_layer_128_ReLU_128_ReLU_L2(True)_LR(0.0002)_BS(10)_test_acc,03-21_190052_two_layer_128_ReLU_128_ReLU_L2(True)_LR(0.0002)_BS(10)_train_acc,03-21_190052_two_layer_128_ReLU_128_ReLU_L2(True)_LR(0.0002)_BS(10)_loss,03-21_221051_two_layer_256_ReLU_128_ReLU_L2(True)_LR(0.0002)_BS(10)_n_train(30000)_test_acc,03-21_221051_two_layer_256_ReLU_128_ReLU_L2(True)_LR(0.0002)_BS(10)_n_train(30000)_train_acc,03-21_221051_two_layer_256_ReLU_128_ReLU_L2(True)_LR(0.0002)_BS(10)_n_train(30000)_loss,03-21_221051_two_layer_256_ReLU_128_ReLU_L2(True)_LR(0.0002)_BS(10)_n_train(20000)_test_acc,03-21_221051_two_layer_256_ReLU_128_ReLU_L2(True)_LR(0.0002)_BS(10)_n_train(20000)_train_acc,03-21_221051_two_layer_256_ReLU_128_ReLU_L2(True)_LR(0.0002)_BS(10)_n_train(20000)_loss,03-21_204649_two_layer_512_ReLU_256_ReLU_L2(True)_LR(0.0002)_BS(10)_test_acc,03-21_204649_two_layer_512_ReLU_256_ReLU_L2(True)_LR(0.0002)_BS(10)_train_acc,03-21_204649_two_layer_512_ReLU_256_ReLU_L2(True)_LR(0.0002)_BS(10)_loss,03-22_021227_two_layer_128_ReLU_128_ReLU_L2(True)_LR(0.0002)_BS(50)_test_acc,03-22_021227_two_layer_128_ReLU_128_ReLU_L2(True)_LR(0.0002)_BS(50)_train_acc,03-22_021227_two_layer_128_ReLU_128_ReLU_L2(True)_LR(0.0002)_BS(50)_loss,03-21_190052_two_layer_128_TanH_128_TanH_L2(False)_LR(0.0002)_BS(10)_test_acc,03-21_190052_two_layer_128_TanH_128_TanH_L2(False)_LR(0.0002)_BS(10)_train_acc,03-21_190052_two_layer_128_TanH_128_TanH_L2(False)_LR(0.0002)_BS(10)_loss,03-21_200130_one_layer_128_TanH_L2(False)_LR(0.0002)_BS(10)_test_acc,03-21_200130_one_layer_128_TanH_L2(False)_LR(0.0002)_BS(10)_train_acc,03-21_200130_one_layer_128_TanH_L2(False)_LR(0.0002)_BS(10)_loss,03-22_021227_two_layer_128_ReLU_128_ReLU_L2(True)_LR(0.0002)_BS(250)_test_acc,03-22_021227_two_layer_128_ReLU_128_ReLU_L2(True)_LR(0.0002)_BS(250)_train_acc,03-22_021227_two_layer_128_ReLU_128_ReLU_L2(True)_LR(0.0002)_BS(250)_loss,03-22_014532_two_layer_256_ReLU_128_ReLU_L2(True)_LR(0.0002)_BS(10)_test_acc,03-22_014532_two_layer_256_ReLU_128_ReLU_L2(True)_LR(0.0002)_BS(10)_train_acc,03-22_014532_two_layer_256_ReLU_128_ReLU_L2(True)_LR(0.0002)_BS(10)_loss,03-29_023816_two_layer_128_ReLU_128_ReLU_L2(True)_LR(0.0002)_BS(50)_test_acc,03-29_023816_two_layer_128_ReLU_128_ReLU_L2(True)_LR(0.0002)_BS(50)_train_acc,03-29_023816_two_layer_128_ReLU_128_ReLU_L2(True)_LR(0.0002)_BS(50)_loss,03-22_170733_two_layer_128_ReLU_128_ReLU_L2(False)_LR(0.0002)_BS(10)_test_acc,03-22_170733_two_layer_128_ReLU_128_ReLU_L2(False)_LR(0.0002)_BS(10)_train_acc,03-22_170733_two_layer_128_ReLU_128_ReLU_L2(False)_LR(0.0002)_BS(10)_loss,03-29_020714_two_layer_128_ReLU_128_ReLU_L2(True)_LR(0.0002)_BS(50)_test_acc,03-29_020714_two_layer_128_ReLU_128_ReLU_L2(True)_LR(0.0002)_BS(50)_train_acc,03-29_020714_two_layer_128_ReLU_128_ReLU_L2(True)_LR(0.0002)_BS(50)_loss,03-22_170302_one_layer_128_ReLU_L2(False)_LR(0.0002)_BS(10)_test_acc,03-22_170302_one_layer_128_ReLU_L2(False)_LR(0.0002)_BS(10)_train_acc,03-22_170302_one_layer_128_ReLU_L2(False)_LR(0.0002)_BS(10)_loss,03-21_221051_two_layer_256_ReLU_128_ReLU_L2(True)_LR(0.0002)_BS(10)_n_train(40000)_test_acc,03-21_221051_two_layer_256_ReLU_128_ReLU_L2(True)_LR(0.0002)_BS(10)_n_train(40000)_train_acc,03-21_221051_two_layer_256_ReLU_128_ReLU_L2(True)_LR(0.0002)_BS(10)_n_train(40000)_loss,03-21_202026_no_layer_L2(False)_LR(0.0002)_BS(10)_test_acc,03-21_202026_no_layer_L2(False)_LR(0.0002)_BS(10)_train_acc,03-21_202026_no_layer_L2(False)_LR(0.0002)_BS(10)_loss,03-21_190052_two_layer_128_ReLU_128_ReLU_L2(False)_LR(0.0002)_BS(10)_test_acc,03-21_190052_two_layer_128_ReLU_128_ReLU_L2(False)_LR(0.0002)_BS(10)_train_acc,03-21_190052_two_layer_128_ReLU_128_ReLU_L2(False)_LR(0.0002)_BS(10)_loss,03-21_190052_two_layer_128_Signmoid_128_Signmoid_L2(False)_LR(0.0002)_BS(10)_test_acc,03-21_190052_two_layer_128_Signmoid_128_Signmoid_L2(False)_LR(0.0002)_BS(10)_train_acc,03-21_190052_two_layer_128_Signmoid_128_Signmoid_L2(False)_LR(0.0002)_BS(10)_loss,03-21_214424_two_layer_512_ReLU_256_ReLU_L2(True)_LR(0.0002)_BS(10)_test_acc,03-21_214424_two_layer_512_ReLU_256_ReLU_L2(True)_LR(0.0002)_BS(10)_train_acc,03-21_214424_two_layer_512_ReLU_256_ReLU_L2(True)_LR(0.0002)_BS(10)_loss,03-21_200130_one_layer_128_ReLU_L2(False)_LR(0.0002)_BS(10)_test_acc,03-21_200130_one_layer_128_ReLU_L2(False)_LR(0.0002)_BS(10)_train_acc,03-21_200130_one_layer_128_ReLU_L2(False)_LR(0.0002)_BS(10)_loss,03-22_020846_two_layer_128_ReLU_128_ReLU_L2(True)_LR(0.0002)_BS(50)_test_acc,03-22_020846_two_layer_128_ReLU_128_ReLU_L2(True)_LR(0.0002)_BS(50)_train_acc,03-22_020846_two_layer_128_ReLU_128_ReLU_L2(True)_LR(0.0002)_BS(50)_loss,03-29_012840_two_layer_128_ReLU_128_ReLU_L2(True)_LR(0.0002)_BS(50)_test_acc,03-29_012840_two_layer_128_ReLU_128_ReLU_L2(True)_LR(0.0002)_BS(50)_train_acc,03-29_012840_two_layer_128_ReLU_128_ReLU_L2(True)_LR(0.0002)_BS(50)_loss,03-22_021227_two_layer_128_ReLU_128_ReLU_L2(True)_LR(0.0002)_BS(500)_test_acc,03-22_021227_two_layer_128_ReLU_128_ReLU_L2(True)_LR(0.0002)_BS(500)_train_acc,03-22_021227_two_layer_128_ReLU_128_ReLU_L2(True)_LR(0.0002)_BS(500)_loss
87.09,87.53,2.6235000419665173,91.12,90.76666666666667,1.1544315943554584,90.44,90.1,1.8112867474848748,89.58,89.34,1.9363249996926881,92.04,91.84,1.2692068813425614,,,,91.19,91.005,0.42892940883238895,93.19,93.235,0.22278218176453693,,,,83.51,76.84433333333334,1.2247627388841889,92.31,91.81333333333333,0.5552122634309048,,,,92.31,91.81333333333333,0.5552122634309048,,,,91.21,90.8425,1.600238189631135,89.57,88.83166666666666,0.39825608055366035,9.8,9.871666666666666,,47.16,46.875,2.054345598230221,92.04,91.84,1.2692068813425614,9.8,9.871666666666666,,,,,91.52,91.245,0.5872854797470958,,,
87.09,87.56,2.205251958860065,91.12,90.77,1.248209724208529,90.43,90.1,1.732075279205316,89.59,89.34,2.03491536407595,92.05,91.83333333333333,1.228468080719168,,,,91.2,91.005,0.30594194341650593,93.17,93.26833333333333,0.25421536073359124,,,,83.54,76.83966666666667,1.2798092107346488,92.31,91.87166666666667,0.6176322118150627,,,,92.31,91.87166666666667,0.6176322118150627,,,,91.21,90.84,1.646214426856589,89.57,88.83666666666667,0.5436149739026598,9.8,9.871666666666666,,47.02,46.78333333333333,2.035417059282999,84.12,76.56066666666666,1.5688816488915822,9.8,9.871666666666666,,,,,91.51,91.25666666666666,0.6451798374502946,,,
87.09,87.59,2.399232112314369,91.12,90.77333333333333,1.2851216250218866,90.45,90.10333333333334,1.906036608982338,89.57,89.355,2.0909946515827658,92.12,91.81166666666667,1.1855643320965086,,,,91.2,91.00666666666666,0.28977470158208163,93.19,93.28666666666666,0.1536342621698681,,,,83.43,76.84666666666666,1.1721394146258965,92.4,91.9,0.5668346189138302,,,,92.4,91.9,0.5668346189138302,,,,91.21,90.8525,1.6223016548575886,89.57,88.83666666666667,0.5120530515158407,9.8,9.871666666666666,,47.03,46.78,2.055237407446104,83.37,76.99233333333333,1.3313194607183167,9.8,9.871666666666666,,,,,91.51,91.25666666666666,0.485387961653023,,,
87.09,87.6,2.6266199425055827,91.12,90.77333333333333,1.201765790146846,90.47,90.10333333333334,1.8136824512811252,89.58,89.37,2.3798147518973796,92.06,91.83833333333334,1.1725358158564034,,,,91.2,91.00666666666666,0.3658633510191549,93.19,93.29,0.18423178826186473,,,,83.51,76.826,1.22088634058698,92.41,91.89666666666666,0.5505171720658646,,,,92.41,91.89666666666666,0.5505171720658646,,,,91.23,90.865,1.61850023579776,89.57,88.83666666666667,0.4078763629320404,9.8,9.871666666666666,,47.0,46.77,2.039348842869692,,,,9.8,9.871666666666666,,,,,91.5,91.25666666666666,0.6307916735724228,,,
87.1,87.62,2.5917198918623137,91.12,90.77333333333333,1.3119703976426764,90.48,90.11,1.8471158665447536,89.6,89.385,1.9952883944543496,92.09,91.82166666666667,1.2452066522896867,,,,91.2,91.00666666666666,0.40998991289891795,93.18,93.30166666666666,0.27323416805597156,,,,83.53,76.84533333333333,1.1984741958089442,92.37,91.905,0.6263752600490633,,,,92.37,91.905,0.6263752600490633,,,,91.25,90.865,1.6622407977816447,89.57,88.83666666666667,0.42211973928104024,9.8,9.871666666666666,,46.98,46.763333333333335,2.0424822510021294,,,,9.8,9.871666666666666,,,,,91.5,91.25666666666666,0.7452587445663652,,,
87.13,87.63,2.3413007781038595,,,,90.49,90.11,1.7550124700064575,89.61,89.4,2.3139408707469293,92.07,91.87833333333333,1.2500106102185407,,,,,,,,,,,,,83.6,76.86133333333333,1.2419347568226382,92.38,91.89166666666667,0.5012101695921454,,,,92.38,91.89166666666667,0.5012101695921454,,,,91.25,90.8725,1.7326637593277099,,,,,,,,,,,,,,,,,,,92.18,88.315,0.7480311141393546,,,
87.13,87.62,2.55856160558088,,,,90.49,90.11,1.8134391532553913,89.61,89.41,2.049589413994609,92.09,91.84333333333333,1.1134090817591658,,,,,,,,,,,,,83.55,76.856,1.2953502101798813,92.38,91.88666666666667,0.5691969026262012,,,,92.38,91.88666666666667,0.5691969026262012,,,,91.25,90.8725,1.5451848422198664,,,,,,,,,,,,,,,,,,,92.68,89.08266666666667,0.5835526935622124,,,
87.13,87.62,2.407852870466277,,,,90.49,90.11,1.7060155605356344,89.61,89.41,1.9028106801077824,92.11,91.87166666666667,1.0417604488629209,,,,,,,,,,,,,83.53,76.85333333333334,1.2275800041193459,92.37,91.90166666666667,0.5940344668088038,,,,92.37,91.90166666666667,0.5940344668088038,,,,91.25,90.87,1.6019479023083387,,,,,,,,,,,,,,,,,,,92.93,89.41666666666667,0.579403401395094,,,
87.13,87.62,2.4567343775500303,,,,90.49,90.11,2.0420441048609015,89.61,89.41,1.9852052346433986,92.07,91.85333333333334,1.2904843481959003,,,,,,,,,,,,,83.5,76.85566666666666,1.2044762654616277,92.38,91.90666666666667,0.5166464534728107,,,,92.38,91.90666666666667,0.5166464534728107,,,,91.25,90.87,1.60531792163262,,,,,,,,,,,,,,,,,,,92.98,89.67466666666667,0.6335830506289911,,,
87.13,87.61,2.786287147651026,,,,90.49,90.11,1.8439456002294905,89.61,89.41,1.9985818986557717,92.13,91.87333333333333,1.1412968666944556,,,,,,,,,,,,,83.5,76.852,1.23691916904495,92.37,91.89833333333333,0.5358554197955075,,,,92.37,91.89833333333333,0.5358554197955075,,,,91.25,90.87,1.6786376258735733,,,,,,,,,,,,,,,,,,,93.06,89.74966666666667,0.6184536676912546,,,
,,,,,,,,,,,,92.13,91.88333333333334,1.1255125016241854,,,,,,,,,,,,,,,,92.37,91.89833333333333,0.5510841922219654,,,,92.37,91.89833333333333,0.5510841922219654,,,,,,,,,,,,,,,,,,,,,,,,,93.0,89.746,0.5196984222596075,,,
,,,,,,,,,,,,92.1,91.87666666666667,1.1593643370853166,,,,,,,,,,,,,,,,92.37,91.89833333333333,0.48938612075190013,,,,92.37,91.89833333333333,0.48938612075190013,,,,,,,,,,,,,,,,,,,,,,,,,93.09,89.81033333333333,0.6120677963054914,,,
,,,,,,,,,,,,92.09,91.88166666666666,1.0836256788662442,,,,,,,,,,,,,,,,92.37,91.9,0.5674083499964421,,,,92.37,91.9,0.5674083499964421,,,,,,,,,,,,,,,,,,,,,,,,,93.06,89.781,0.5705938618550093,,,
,,,,,,,,,,,,92.08,91.88,1.1045994249127646,,,,,,,,,,,,,,,,92.37,91.9,0.6081334522199534,,,,92.37,91.9,0.6081334522199534,,,,,,,,,,,,,,,,,,,,,,,,,93.07,89.82633333333334,0.6036366562360062,,,
,,,,,,,,,,,,92.09,91.88,1.210294821387259,,,,,,,,,,,,,,,,92.37,91.9,0.5464515594767795,,,,92.37,91.9,0.5464515594767795,,,,,,,,,,,,,,,,,,,,,,,,,93.0,89.82366666666667,0.5310641802439092,,,
,,,,,,,,,,,,92.09,91.87666666666667,1.075829388786729,,,,,,,,,,,,,,,,,,,,,,92.39,88.197,0.7046792509652636,,,,,,,,,,,,,,,,,,,,,,,,,93.02,89.834,0.5168998903886731,,,
,,,,,,,,,,,,92.1,91.87666666666667,1.153969887808048,,,,,,,,,,,,,,,,,,,,,,92.84,88.83166666666666,0.6052624314595607,,,,,,,,,,,,,,,,,,,,,,,,,93.04,89.84666666666666,0.5920489263801587,,,
,,,,,,,,,,,,92.1,91.87666666666667,1.070636410679367,,,,,,,,,,,,,,,,,,,,,,92.69,89.02433333333333,0.5808384226727874,,,,,,,,,,,,,,,,,,,,,,,,,93.02,89.84266666666667,0.5516652648797603,,,
,,,,,,,,,,,,92.09,91.88166666666666,1.080694893454112,,,,,,,,,,,,,,,,,,,,,,93.03,89.32566666666666,0.5933377675871658,,,,,,,,,,,,,,,,,,,,,,,,,93.03,89.83966666666667,0.5952563571784443,,,
,,,,,,,,,,,,92.11,91.87666666666667,1.111663307116425,,,,,,,,,,,,,,,,,,,,,,93.11,89.26333333333334,0.5442022468792924,,,,,,,,,,,,,,,,,,,,,,,,,93.03,89.83633333333333,0.6006359376342559,,,
,,,,,,,,,,,,92.11,91.885,1.034730006304928,,,,,,,,,,,,,,,,,,,,,,93.03,89.42166666666667,0.571001661949746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,92.11,91.88666666666667,1.1181884192848945,,,,,,,,,,,,,,,,,,,,,,93.11,89.495,0.5350346232885664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,92.11,91.88666666666667,1.0588698028102488,,,,,,,,,,,,,,,,,,,,,,93.3,89.54333333333334,0.5462969591371513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,92.11,91.88666666666667,1.0919445828687744,,,,,,,,,,,,,,,,,,,,,,93.23,89.53166666666667,0.5644543607634163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,92.11,91.88666666666667,1.063053230190036,,,,,,,,,,,,,,,,,,,,,,93.1,89.508,0.523039122464478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,92.11,91.88666666666667,1.0804932823867943,,,,,,,,,,,,,,,,,,,,,,93.1,89.523,0.5397947543652476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,92.11,91.88666666666667,1.0058900892972362,,,,,,,,,,,,,,,,,,,,,,93.03,89.57933333333334,0.5684085525752733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,92.11,91.885,1.1373206958325313,,,,,,,,,,,,,,,,,,,,,,93.09,89.57066666666667,0.5292683389938428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,92.11,91.885,1.1087666429827074,,,,,,,,,,,,,,,,,,,,,,93.23,89.586,0.5395679114966344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,92.11,91.885,1.0340055863461515,,,,,,,,,,,,,,,,,,,,,,93.2,89.58133333333333,0.5959898646771546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.07,89.563,0.608382259469208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.1,89.56433333333334,0.5302591072019389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.21,89.56833333333333,0.5651901433643276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.16,89.569,0.5760422139804601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.12,89.559,0.5440599700488843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.12,89.56533333333333,0.5313680792787115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.13,89.57033333333334,0.54080363104541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.14,89.57166666666667,0.566956220337885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.14,89.573,0.5519070911101879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.16,89.57733333333333,0.5630948992775244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
